StartNumber,Rank,Name,AgeClass,Time,Gender,Country,AgeCategory,TimeTotalSeconds,TimeTotalHours
9234,5543,"Wruck, Andreas",55,0 days 04:09:19,men,GER,1966-1970,14959.0,4.16
8907,5544,"Lindloff, Tim",40,0 days 04:09:20,men,GER,1981-1985,14960.0,4.16
13793,5545,"Kjærgaard, Lars",50,0 days 04:09:22,men,DEN,1971-1975,14962.0,4.16
11212,5546,"Trupp, Alexander",24,0 days 04:09:23,men,GER,1996-2007,14963.0,4.16
6436,5547,"Druschel, Kai",55,0 days 04:09:25,men,GER,1966-1970,14965.0,4.16
9139,5548,"Berz, Dennis",40,0 days 04:09:27,men,GER,1981-1985,14967.0,4.16
13874,5549,"Kiehn-Potschko, Jascha",30,0 days 04:09:27,men,GER,1991-1995,14967.0,4.16
13419,5550,"Dr. Branbergen, Christian",45,0 days 04:09:28,men,NED,1976-1980,14968.0,4.16
6874,5551,"Trümper, Michael",55,0 days 04:09:31,men,GER,1966-1970,14971.0,4.16
6089,5552,"Hafner, Dominik",30,0 days 04:09:32,men,GER,1991-1995,14972.0,4.16
13041,5553,"Knudsen, Emil",24,0 days 04:09:33,men,DEN,1996-2007,14973.0,4.16
5140,5554,"Fauck-Feuerhake, Thore",35,0 days 04:09:34,men,GER,1986-1990,14974.0,4.16
13223,5555,"Glauning, Timo",45,0 days 04:09:34,men,GER,1976-1980,14974.0,4.16
5196,5556,"Sangkuhl, Kolja",55,0 days 04:09:40,men,GER,1966-1970,14980.0,4.16
10202,5557,"Butschbach, Jens",45,0 days 04:09:41,men,GER,1976-1980,14981.0,4.16
9149,5558,"Dr. Warfaa, Abdilatif",50,0 days 04:09:44,men,SWE,1971-1975,14984.0,4.16
13764,5559,"Letsch, Peter",24,0 days 04:09:44,men,GER,1996-2007,14984.0,4.16
12903,5560,"Dr. Overmark, Mathias",24,0 days 04:09:44,men,DEN,1996-2007,14984.0,4.16
9548,5561,"Tiessen, Udo",55,0 days 04:09:45,men,GER,1966-1970,14985.0,4.16
12363,5562,"Mantek, Jan",40,0 days 04:09:46,men,GER,1981-1985,14986.0,4.16
15874,5563,"Lemburg, Martin",50,0 days 04:09:46,men,GER,1971-1975,14986.0,4.16
9791,5564,"Martin, Stefan",35,0 days 04:09:47,men,GER,1986-1990,14987.0,4.16
8458,5565,"Buhr, Jannik",24,0 days 04:09:47,men,GER,1996-2007,14987.0,4.16
7105,5566,"Hooks, Paul",45,0 days 04:09:52,men,IRL,1976-1980,14992.0,4.16
9472,5567,"Horenkamp, Dirk",50,0 days 04:09:53,men,GER,1971-1975,14993.0,4.16
13362,5568,"Sonnenburg, Christian",45,0 days 04:09:53,men,GER,1976-1980,14993.0,4.16
14439,5569,"Krämer, Carsten",45,0 days 04:09:54,men,GER,1976-1980,14994.0,4.16
15560,5570,"Beth, Paul",24,0 days 04:09:54,men,GER,1996-2007,14994.0,4.16
7012,5571,"Tönniges, Thorsten",55,0 days 04:09:55,men,GER,1966-1970,14995.0,4.17
12032,5572,"Langer, Philipp",30,0 days 04:09:55,men,GER,1991-1995,14995.0,4.17
10348,5573,"Dreyer, Mathias",50,0 days 04:09:55,men,GER,1971-1975,14995.0,4.17
9771,5574,"Kokot, Fabian",30,0 days 04:09:56,men,GER,1991-1995,14996.0,4.17
6541,5575,"Weckenmann, Fred",55,0 days 04:09:56,men,GER,1966-1970,14996.0,4.17
14183,5576,"Meyer, Nico",30,0 days 04:09:57,men,GER,1991-1995,14997.0,4.17
1539,5577,"Balicki, Fabian",55,0 days 04:09:58,men,GER,1966-1970,14998.0,4.17
12720,5578,"Byriel, Jesper",45,0 days 04:09:58,men,DEN,1976-1980,14998.0,4.17
9847,5579,"Große, Hendrik",24,0 days 04:09:59,men,GER,1996-2007,14999.0,4.17
10545,5580,"Schlüter, Maik",50,0 days 04:09:59,men,GER,1971-1975,14999.0,4.17
10139,5581,"Prof. Dr. Korfitz, Niels",30,0 days 04:09:59,men,DEN,1991-1995,14999.0,4.17
10026,5582,"Siemen, Hauke",40,0 days 04:09:59,men,GER,1981-1985,14999.0,4.17
13786,5583,"Lehner, Torge",30,0 days 04:10:02,men,GER,1991-1995,15002.0,4.17
11233,5584,"Zimpel, Dan",24,0 days 04:10:02,men,GER,1996-2007,15002.0,4.17
13361,5585,"Dr. Roos, Jens-Uwe",60,0 days 04:10:02,men,GER,1961-1965,15002.0,4.17
14813,5586,"Kaden, Pascal",24,0 days 04:10:02,men,GER,1996-2007,15002.0,4.17
13560,5587,"Roos, Nils-Erik",30,0 days 04:10:02,men,GER,1991-1995,15002.0,4.17
13499,5588,"Bär, André",60,0 days 04:10:03,men,NED,1961-1965,15003.0,4.17
13354,5589,"Müller, Klaus",60,0 days 04:10:03,men,GER,1961-1965,15003.0,4.17
10073,5590,"Sharma, Varun",35,0 days 04:10:06,men,GER,1986-1990,15006.0,4.17
12890,5591,"Dohmen, Christian",50,0 days 04:10:06,men,GER,1971-1975,15006.0,4.17
6761,5592,"Gerber, Benjamin",40,0 days 04:10:06,men,GER,1981-1985,15006.0,4.17
12915,5593,"Hufenbach, Lukas",24,0 days 04:10:06,men,GER,1996-2007,15006.0,4.17
10025,5594,"Labs, Holger",50,0 days 04:10:07,men,GER,1971-1975,15007.0,4.17
14839,5595,"Barten, Florian",50,0 days 04:10:08,men,GER,1971-1975,15008.0,4.17
9147,5596,"Huck, Claas",50,0 days 04:10:08,men,GER,1971-1975,15008.0,4.17
9152,5597,"Dr. Stürmer, Ingo",60,0 days 04:10:08,men,GER,1961-1965,15008.0,4.17
12683,5598,"Hanau, Florian",35,0 days 04:10:09,men,GER,1986-1990,15009.0,4.17
5889,5599,"Eberhardt, Justus",24,0 days 04:10:11,men,GER,1996-2007,15011.0,4.17
13747,5600,"Dr. La, Tai",40,0 days 04:10:11,men,SWE,1981-1985,15011.0,4.17
5174,5601,"Jespersen, Lars Dyre",55,0 days 04:10:12,men,DEN,1966-1970,15012.0,4.17
12803,5602,"Schlink, Clemens",35,0 days 04:10:12,men,GER,1986-1990,15012.0,4.17
10409,5603,"Orup Petersen, Michael",50,0 days 04:10:13,men,DEN,1971-1975,15013.0,4.17
8006,5604,"Baese, Laurent",24,0 days 04:10:14,men,GER,1996-2007,15014.0,4.17
14212,5605,"Vanselow, David",45,0 days 04:10:14,men,GER,1976-1980,15014.0,4.17
13834,5606,"Witt, Jan",40,0 days 04:10:17,men,GER,1981-1985,15017.0,4.17
13081,5607,"Dr. Sanz Lopez, Juan",24,0 days 04:10:18,men,ESP,1996-2007,15018.0,4.17
9468,5608,"Tofall, Arne",30,0 days 04:10:18,men,GER,1991-1995,15018.0,4.17
12736,5609,"Klenner, Adrian",24,0 days 04:10:19,men,GER,1996-2007,15019.0,4.17
12119,5610,"Prof. Dr. Ayres, Tobin",40,0 days 04:10:20,men,GER,1981-1985,15020.0,4.17
2904,5611,"Habte, Teckle",24,0 days 04:10:20,men,ERI,1996-2007,15020.0,4.17
12474,5612,"Friedrichs, Manfred",55,0 days 04:10:20,men,GER,1966-1970,15020.0,4.17
8779,5613,"Roth, Volkmar",60,0 days 04:10:21,men,GER,1961-1965,15021.0,4.17
14452,5614,"Willms, Frederik",24,0 days 04:10:21,men,GER,1996-2007,15021.0,4.17
5562,5615,"Kaiser, Ingo",40,0 days 04:10:22,men,GER,1981-1985,15022.0,4.17
13096,5616,"Link, Tobias",35,0 days 04:10:22,men,GER,1986-1990,15022.0,4.17
2767,5617,"Clausen, Lewe",30,0 days 04:10:23,men,GER,1991-1995,15023.0,4.17
5090,5618,"Rischer, Christian",24,0 days 04:10:23,men,GER,1996-2007,15023.0,4.17
9137,5619,"Smarz, Fabian",40,0 days 04:10:24,men,GER,1981-1985,15024.0,4.17
15676,5620,"Gottberg, Sören",65,0 days 04:10:25,men,GER,1956-1960,15025.0,4.17
9596,5621,"Breiholz, Timo",24,0 days 04:10:26,men,GER,1996-2007,15026.0,4.17
7184,5622,"Dr. Thorndahl, Jakob",50,0 days 04:10:28,men,DEN,1971-1975,15028.0,4.17
13092,5623,"Pyfer, Marco",24,0 days 04:10:28,men,GER,1996-2007,15028.0,4.17
14401,5624,"Franz, Andreas",45,0 days 04:10:28,men,GER,1976-1980,15028.0,4.17
10375,5625,"Metzger, Matthias",50,0 days 04:10:31,men,GER,1971-1975,15031.0,4.18
5903,5626,"Seabrook, Alex",30,0 days 04:10:32,men,GBR,1991-1995,15032.0,4.18
13012,5627,"Heimann, Dieter",60,0 days 04:10:33,men,GER,1961-1965,15033.0,4.18
8176,5628,"Fischer, Alexander",35,0 days 04:10:35,men,GER,1986-1990,15035.0,4.18
11252,5629,"Jendritzky, Gabriel",24,0 days 04:10:36,men,GER,1996-2007,15036.0,4.18
14089,5630,"Stechmann, Marc",45,0 days 04:10:36,men,GER,1976-1980,15036.0,4.18
11110,5631,"Cobzas, Hans",40,0 days 04:10:36,men,GER,1981-1985,15036.0,4.18
6429,5632,"Hohl, Stefan",50,0 days 04:10:38,men,GER,1971-1975,15038.0,4.18
8113,5633,"Dr. Pagliaro Beiga, Matheus",30,0 days 04:10:39,men,ITA,1991-1995,15039.0,4.18
15140,5634,"Cramer, Rainer",35,0 days 04:10:39,men,GER,1986-1990,15039.0,4.18
8719,5635,"Agong, David",24,0 days 04:10:40,men,GER,1996-2007,15040.0,4.18
3868,5636,"Plett, Burkhard",55,0 days 04:10:40,men,GER,1966-1970,15040.0,4.18
14004,5637,"Singler, Till",24,0 days 04:10:41,men,GER,1996-2007,15041.0,4.18
14239,5638,"Kamst, Ruben",30,0 days 04:10:42,men,NED,1991-1995,15042.0,4.18
2678,5639,"Dorsch, Julian",24,0 days 04:10:42,men,GER,1996-2007,15042.0,4.18
9708,5640,"Lehsiak, Jan",50,0 days 04:10:42,men,GER,1971-1975,15042.0,4.18
10009,5641,"Matthes, Jens",45,0 days 04:10:45,men,GER,1976-1980,15045.0,4.18
8150,5642,"Mannering, Gian Matteo",35,0 days 04:10:50,men,ITA,1986-1990,15050.0,4.18
8467,5643,"Dr. Ahmed, Adam",50,0 days 04:10:50,men,GER,1971-1975,15050.0,4.18
14887,5644,"Wittig, Jens",40,0 days 04:10:51,men,GER,1981-1985,15051.0,4.18
10394,5645,"Präg, Rouven",45,0 days 04:10:52,men,GER,1976-1980,15052.0,4.18
9510,5646,"Marx, Daniel",40,0 days 04:10:53,men,GER,1981-1985,15053.0,4.18
8357,5647,"Maag, Stephan",40,0 days 04:10:53,men,GER,1981-1985,15053.0,4.18
12424,5648,"Förster, Maximilian",35,0 days 04:10:54,men,GER,1986-1990,15054.0,4.18
13855,5649,"Kaas, Hans Ole",60,0 days 04:10:54,men,DEN,1961-1965,15054.0,4.18
13841,5650,"Kohnke, Alexander",30,0 days 04:10:55,men,GER,1991-1995,15055.0,4.18
10414,5651,"Werner, Tobias",30,0 days 04:10:58,men,GER,1991-1995,15058.0,4.18
13843,5652,"Dahlhaus, Uwe",55,0 days 04:10:58,men,GER,1966-1970,15058.0,4.18
14117,5653,"Kossen, Christoph",40,0 days 04:11:00,men,GER,1981-1985,15060.0,4.18
10191,5654,"Dr. Andreasen, Anders",45,0 days 04:11:00,men,DEN,1976-1980,15060.0,4.18
11811,5655,"Gransee, Kevin",24,0 days 04:11:00,men,GER,1996-2007,15060.0,4.18
14676,5656,"Topor, Piotr",40,0 days 04:11:01,men,GER,1981-1985,15061.0,4.18
7076,5657,"Knaak, Christian",55,0 days 04:11:02,men,GER,1966-1970,15062.0,4.18
14113,5658,"Nagel, Dirk",50,0 days 04:11:02,men,GER,1971-1975,15062.0,4.18
12545,5659,"Dr. Van Der Feer, Joris",50,0 days 04:11:03,men,NED,1971-1975,15063.0,4.18
9251,5660,"Graf, Ralf",60,0 days 04:11:05,men,GER,1961-1965,15065.0,4.18
13246,5661,"Robens, Lennart",24,0 days 04:11:05,men,GER,1996-2007,15065.0,4.18
12771,5662,"Reichelt, Matthias",40,0 days 04:11:07,men,GER,1981-1985,15067.0,4.19
10097,5663,"Ostermann, Marc",30,0 days 04:11:08,men,DEN,1991-1995,15068.0,4.19
7157,5664,"Göbel, Leo",24,0 days 04:11:08,men,GER,1996-2007,15068.0,4.19
7559,5665,"Teske, Julius Paul",35,0 days 04:11:08,men,GER,1986-1990,15068.0,4.19
5914,5666,"Orbach, Kevin",35,0 days 04:11:10,men,GER,1986-1990,15070.0,4.19
13191,5667,"Bönke, Jan-Christoph",40,0 days 04:11:11,men,GER,1981-1985,15071.0,4.19
11131,5668,"Glaser, Sebastian",40,0 days 04:11:11,men,GER,1981-1985,15071.0,4.19
8085,5669,"Høyrup Nancke Augustinus, Mads",30,0 days 04:11:11,men,DEN,1991-1995,15071.0,4.19
6692,5670,"Schiffer, Jan",45,0 days 04:11:12,men,GER,1976-1980,15072.0,4.19
12497,5671,"Savelkouls, Paul",24,0 days 04:11:14,men,GER,1996-2007,15074.0,4.19
13422,5672,"Hauwaert, Guillaume",24,0 days 04:11:15,men,FRA,1996-2007,15075.0,4.19
8738,5673,"Waning, Theo",60,0 days 04:11:15,men,NED,1961-1965,15075.0,4.19
14418,5674,"Lenzen, Dirk",60,0 days 04:11:16,men,GER,1961-1965,15076.0,4.19
9582,5675,"Napierski, Philip",24,0 days 04:11:16,men,GER,1996-2007,15076.0,4.19
10044,5676,"Jensen, Florian",35,0 days 04:11:17,men,GER,1986-1990,15077.0,4.19
13007,5677,"Langfeldt, Falk",50,0 days 04:11:17,men,GER,1971-1975,15077.0,4.19
5792,5678,"Wiesner, Christian",45,0 days 04:11:18,men,GER,1976-1980,15078.0,4.19
3342,5679,"Burke, Martin",45,0 days 04:11:18,men,IRL,1976-1980,15078.0,4.19
2543,5680,"Linke, Jannis",30,0 days 04:11:19,men,GER,1991-1995,15079.0,4.19
7152,5681,"Prof. Dr. Heeren, William",24,0 days 04:11:19,men,BEL,1996-2007,15079.0,4.19
6559,5682,"Heirich, Lennard",24,0 days 04:11:20,men,GER,1996-2007,15080.0,4.19
5702,5683,"Brömmer, Benjamin",24,0 days 04:11:20,men,GER,1996-2007,15080.0,4.19
15032,5684,"Wu, Benjamin Bingqian",30,0 days 04:11:20,men,GER,1991-1995,15080.0,4.19
7902,5685,"Barrett, Oliver",30,0 days 04:11:23,men,GBR,1991-1995,15083.0,4.19
15120,5686,"Dobbroch, Kay",55,0 days 04:11:24,men,GER,1966-1970,15084.0,4.19
12449,5687,"Albus, Tim",30,0 days 04:11:26,men,GER,1991-1995,15086.0,4.19
8438,5688,"Wille, Nils",24,0 days 04:11:28,men,GER,1996-2007,15088.0,4.19
11708,5689,"Lopez, Mario",30,0 days 04:11:28,men,GER,1991-1995,15088.0,4.19
13120,5690,"Schlegel, Philipp",35,0 days 04:11:28,men,GER,1986-1990,15088.0,4.19
13902,5691,"Mirbach, Joshua",24,0 days 04:11:29,men,GER,1996-2007,15089.0,4.19
14104,5692,"Kremer, Kevin",24,0 days 04:11:30,men,GER,1996-2007,15090.0,4.19
9390,5693,"Kanert, Kilian",35,0 days 04:11:31,men,GER,1986-1990,15091.0,4.19
8156,5694,"Balan, Alexandru",40,0 days 04:11:31,men,ROU,1981-1985,15091.0,4.19
7458,5695,"Jargstorff, Arne",50,0 days 04:11:31,men,GER,1971-1975,15091.0,4.19
6794,5696,"Dr. Sørensen, Jesper",50,0 days 04:11:32,men,DEN,1971-1975,15092.0,4.19
8175,5697,"Prof. Juzuk, Amit Rpo",45,0 days 04:11:34,men,ISR,1976-1980,15094.0,4.19
13250,5698,"Heyland, Ulf",60,0 days 04:11:35,men,GER,1961-1965,15095.0,4.19
15346,5699,"Ischganeit, Ronny",45,0 days 04:11:36,men,GER,1976-1980,15096.0,4.19
7156,5700,"Lenger, Michael",55,0 days 04:11:36,men,GER,1966-1970,15096.0,4.19
9493,5701,"Burmeister, Kenny",30,0 days 04:11:38,men,GER,1991-1995,15098.0,4.19
7357,5702,"Schütte, Bernd",60,0 days 04:11:39,men,GER,1961-1965,15099.0,4.19
5776,5703,"Kjærgaard, Mikkel",24,0 days 04:11:39,men,DEN,1996-2007,15099.0,4.19
13701,5704,"Beckmann, Kalle",24,0 days 04:11:40,men,GER,1996-2007,15100.0,4.19
9008,5705,"Wulf, Nikolai",35,0 days 04:11:40,men,GER,1986-1990,15100.0,4.19
7779,5706,"Schatten, Jan-Peter",24,0 days 04:11:43,men,GER,1996-2007,15103.0,4.2
11509,5707,"Gebhardt, Hannes",24,0 days 04:11:43,men,GER,1996-2007,15103.0,4.2
5830,5708,"Dreyer, Frank",30,0 days 04:11:44,men,GER,1991-1995,15104.0,4.2
13204,5709,"Leugers, Hans-Jürgen",50,0 days 04:11:46,men,GER,1971-1975,15106.0,4.2
7387,5710,"Kasparick, Florian",30,0 days 04:11:46,men,GER,1991-1995,15106.0,4.2
14233,5711,"Bohnhof, Nils",24,0 days 04:11:46,men,GER,1996-2007,15106.0,4.2
13022,5712,"Lamsayah, Amin",24,0 days 04:11:47,men,GER,1996-2007,15107.0,4.2
13023,5712,"Adar, Yakupb",24,0 days 04:11:47,men,GER,1996-2007,15107.0,4.2
7211,5714,"Lubczynski, David",40,0 days 04:11:48,men,GER,1981-1985,15108.0,4.2
10528,5715,"Matt, Sebastian",40,0 days 04:11:49,men,GER,1981-1985,15109.0,4.2
14375,5716,"Riedel, Sinan",24,0 days 04:11:50,men,GER,1996-2007,15110.0,4.2
10263,5717,"Schjeldahl, Frederik",24,0 days 04:11:50,men,DEN,1996-2007,15110.0,4.2
11806,5718,"Griesel, Moritz",24,0 days 04:11:51,men,GER,1996-2007,15111.0,4.2
15219,5719,"Linger, Xavier",40,0 days 04:11:51,men,FRA,1981-1985,15111.0,4.2
8031,5720,"Vonrath, Marco",30,0 days 04:11:52,men,GER,1991-1995,15112.0,4.2
14118,5721,"Xhafaj, Ergys",45,0 days 04:11:52,men,GER,1976-1980,15112.0,4.2
5752,5722,"Anstett, Philipp",30,0 days 04:11:53,men,GER,1991-1995,15113.0,4.2
8757,5723,"Dr. Nickau, Hanno",60,0 days 04:11:53,men,GER,1961-1965,15113.0,4.2
9707,5724,"Meile, Frank",60,0 days 04:11:54,men,GER,1961-1965,15114.0,4.2
14210,5725,"Albert, Benedikt",24,0 days 04:11:55,men,GER,1996-2007,15115.0,4.2
7410,5726,"Behnck, Michael",45,0 days 04:11:56,men,GER,1976-1980,15116.0,4.2
14781,5727,"Dr. Huels, Nikolaus",30,0 days 04:11:56,men,GER,1991-1995,15116.0,4.2
9075,5728,"Eiblmaier, Stefan",50,0 days 04:11:58,men,GER,1971-1975,15118.0,4.2
9675,5729,"Schürer-Lange, Nils",30,0 days 04:11:59,men,GER,1991-1995,15119.0,4.2
13905,5730,"Ineichen, Christian",45,0 days 04:12:00,men,SUI,1976-1980,15120.0,4.2
13227,5731,"Risch, Timo",45,0 days 04:12:00,men,GER,1976-1980,15120.0,4.2
12485,5732,"Dr. Müller, Nico",30,0 days 04:12:01,men,GER,1991-1995,15121.0,4.2
15775,5733,"Ille, Harald",60,0 days 04:12:01,men,GER,1961-1965,15121.0,4.2
9908,5734,"Haijer, Harmen",40,0 days 04:12:02,men,NED,1981-1985,15122.0,4.2
10693,5735,"Prof. Richardson, Josh",30,0 days 04:12:05,men,GBR,1991-1995,15125.0,4.2
8855,5736,"Lugstein, Wolfgang",50,0 days 04:12:05,men,AUT,1971-1975,15125.0,4.2
10567,5737,"Waskow, Marvin",24,0 days 04:12:06,men,GER,1996-2007,15126.0,4.2
12818,5738,"Braden, David",35,0 days 04:12:07,men,GER,1986-1990,15127.0,4.2
7745,5739,"Heitmann, Joachim",35,0 days 04:12:07,men,GER,1986-1990,15127.0,4.2
8233,5740,"Meyers, Herbert",55,0 days 04:12:07,men,GER,1966-1970,15127.0,4.2
6066,5741,"Nymark, Carsten",50,0 days 04:12:08,men,DEN,1971-1975,15128.0,4.2
15487,5742,"Sieg, Florian",24,0 days 04:12:08,men,GER,1996-2007,15128.0,4.2
15047,5743,"Mack, Dennis",35,0 days 04:12:11,men,GER,1986-1990,15131.0,4.2
13470,5744,"Friedrich, Felix",24,0 days 04:12:13,men,GER,1996-2007,15133.0,4.2
7174,5745,"Thölke, Jürgen",60,0 days 04:12:13,men,GER,1961-1965,15133.0,4.2
10243,5746,"Streckel, Florian",40,0 days 04:12:13,men,GER,1981-1985,15133.0,4.2
7386,5747,"Tesing, Max",30,0 days 04:12:14,men,GER,1991-1995,15134.0,4.2
7136,5748,"Dr. Mikkelsen, Jacob Birk",45,0 days 04:12:14,men,DEN,1976-1980,15134.0,4.2
13200,5749,"Melcher, Stefan",50,0 days 04:12:15,men,GER,1971-1975,15135.0,4.2
9379,5750,"Kröger, Finn",24,0 days 04:12:16,men,GER,1996-2007,15136.0,4.2
13580,5751,"Becker, Martin",60,0 days 04:12:16,men,GER,1961-1965,15136.0,4.2
8559,5752,"Hillebrand, Arnd",24,0 days 04:12:19,men,GER,1996-2007,15139.0,4.21
7129,5753,"Schettler, Lennart",30,0 days 04:12:19,men,GER,1991-1995,15139.0,4.21
12407,5754,"Sendzik, Christian",45,0 days 04:12:19,men,GER,1976-1980,15139.0,4.21
7131,5755,"Van Beek, Daan",30,0 days 04:12:19,men,NED,1991-1995,15139.0,4.21
13179,5756,"Bohn, Markus",50,0 days 04:12:19,men,GER,1971-1975,15139.0,4.21
12241,5757,"Schmitt, Linus",24,0 days 04:12:19,men,GER,1996-2007,15139.0,4.21
8554,5758,"Lojewski, Sebastian",65,0 days 04:12:20,men,GER,1956-1960,15140.0,4.21
12735,5759,"Südholt, Daniel",40,0 days 04:12:20,men,GER,1981-1985,15140.0,4.21
9879,5760,"Dreier, Mathias",30,0 days 04:12:20,men,GER,1991-1995,15140.0,4.21
12551,5761,"Schütte, Matthias",45,0 days 04:12:20,men,GER,1976-1980,15140.0,4.21
13530,5762,"Dreier, Helmut",65,0 days 04:12:21,men,GER,1956-1960,15141.0,4.21
14775,5763,"Fischer, Enrico",50,0 days 04:12:21,men,GER,1971-1975,15141.0,4.21
13377,5764,"Blanck, Stefan",40,0 days 04:12:22,men,GER,1981-1985,15142.0,4.21
8859,5765,"Dr. Carlier, Ayrton",24,0 days 04:12:22,men,BEL,1996-2007,15142.0,4.21
9869,5766,"Haneke, Mirko",30,0 days 04:12:24,men,GER,1991-1995,15144.0,4.21
9202,5767,"Bautsch, Rico",50,0 days 04:12:25,men,GER,1971-1975,15145.0,4.21
12088,5768,"Schütt, Stephan",30,0 days 04:12:25,men,GER,1991-1995,15145.0,4.21
7743,5769,"Lorenz, Lars",45,0 days 04:12:26,men,GER,1976-1980,15146.0,4.21
12087,5770,"Hinz, Julian",30,0 days 04:12:26,men,GER,1991-1995,15146.0,4.21
14218,5771,"Royl, Georg",50,0 days 04:12:26,men,GER,1971-1975,15146.0,4.21
13003,5772,"Brandt, Oliver",50,0 days 04:12:27,men,GER,1971-1975,15147.0,4.21
8463,5773,"Berlik, Maximilian",40,0 days 04:12:28,men,GER,1981-1985,15148.0,4.21
13069,5774,"Tietze, Sascha",40,0 days 04:12:28,men,GER,1981-1985,15148.0,4.21
15064,5775,"Plambeck, Christian",55,0 days 04:12:29,men,GER,1966-1970,15149.0,4.21
9397,5776,"Wulf, Hauke",45,0 days 04:12:29,men,GER,1976-1980,15149.0,4.21
9242,5777,"Mössinger, Marco",45,0 days 04:12:30,men,GER,1976-1980,15150.0,4.21
14248,5778,"Martens, Henri",24,0 days 04:12:30,men,GER,1996-2007,15150.0,4.21
12229,5779,"Reimers, Nicolas",24,0 days 04:12:30,men,GER,1996-2007,15150.0,4.21
9916,5780,"Kölbl, Lin",50,0 days 04:12:31,men,GER,1971-1975,15151.0,4.21
9146,5781,"Rampe, Michael",55,0 days 04:12:31,men,USA,1966-1970,15151.0,4.21
2742,5782,"Pflanzer, Felix",24,0 days 04:12:32,men,ITA,1996-2007,15152.0,4.21
13555,5783,"Schulte, Holger",50,0 days 04:12:32,men,GER,1971-1975,15152.0,4.21
13505,5784,"Van Der Mee, Jan-Hendrik",30,0 days 04:12:33,men,GER,1991-1995,15153.0,4.21
8672,5785,"Rautio, Onni",35,0 days 04:12:33,men,FIN,1986-1990,15153.0,4.21
8869,5786,"Irrek, Oliver",50,0 days 04:12:33,men,GER,1971-1975,15153.0,4.21
13504,5787,"Lehker, Helge",24,0 days 04:12:33,men,GER,1996-2007,15153.0,4.21
13082,5788,"Schöttelndreier, Maximilian",30,0 days 04:12:36,men,GER,1991-1995,15156.0,4.21
7736,5789,"Böhm, Flavio",24,0 days 04:12:36,men,GER,1996-2007,15156.0,4.21
6225,5790,"Rao, Eravanan",55,0 days 04:12:37,men,AUS,1966-1970,15157.0,4.21
14543,5791,"Phan, Cong Trung",45,0 days 04:12:37,men,DEN,1976-1980,15157.0,4.21
3786,5792,"Exner, Maximilian",30,0 days 04:12:39,men,GER,1991-1995,15159.0,4.21
5576,5793,"Wilckens, Andreas",50,0 days 04:12:39,men,GER,1971-1975,15159.0,4.21
12705,5794,"Laursen, Daniel",50,0 days 04:12:40,men,DEN,1971-1975,15160.0,4.21
5557,5795,"Breit, Alexander",24,0 days 04:12:40,men,GER,1996-2007,15160.0,4.21
13771,5796,"Krämer, Ronny",45,0 days 04:12:40,men,GER,1976-1980,15160.0,4.21
9450,5797,"Maus, Daniel",24,0 days 04:12:41,men,GER,1996-2007,15161.0,4.21
5691,5798,"Cho, Hyunmok",30,0 days 04:12:42,men,KOR,1991-1995,15162.0,4.21
9883,5799,"Wycisk, Tim",30,0 days 04:12:44,men,GER,1991-1995,15164.0,4.21
8030,5800,"Lesjak, Gabriel",30,0 days 04:12:44,men,AUT,1991-1995,15164.0,4.21
9188,5801,"Turtschan, Alex",40,0 days 04:12:45,men,GER,1981-1985,15165.0,4.21
10213,5802,"Carstens, Timon",24,0 days 04:12:46,men,GER,1996-2007,15166.0,4.21
13710,5803,"Stampa, Thomas",65,0 days 04:12:47,men,GER,1956-1960,15167.0,4.21
6595,5804,"Wöbse, Michael",45,0 days 04:12:48,men,GER,1976-1980,15168.0,4.21
3678,5805,"Egner, Christian",55,0 days 04:12:49,men,FRA,1966-1970,15169.0,4.21
11121,5806,"Mahlke, André",30,0 days 04:12:50,men,GER,1991-1995,15170.0,4.21
12381,5807,"Li, Haozhe",24,0 days 04:12:50,men,CHN,1996-2007,15170.0,4.21
15429,5808,"Schmuziger, Damien",24,0 days 04:12:50,men,SUI,1996-2007,15170.0,4.21
14021,5809,"Lange-Lietz, Frank",55,0 days 04:12:50,men,GER,1966-1970,15170.0,4.21
7802,5810,"Andersen, Dan",30,0 days 04:12:50,men,DEN,1991-1995,15170.0,4.21
13053,5811,"Mennicke, Maximilian",24,0 days 04:12:51,men,GER,1996-2007,15171.0,4.21
11229,5812,"Holmes, Christopher",45,0 days 04:12:52,men,USA,1976-1980,15172.0,4.21
13547,5813,"Amrein, Sandro",55,0 days 04:12:52,men,GER,1966-1970,15172.0,4.21
7137,5814,"Drymalla, Markus",35,0 days 04:12:53,men,GER,1986-1990,15173.0,4.21
6859,5815,"Bak, Allan",60,0 days 04:12:53,men,DEN,1961-1965,15173.0,4.21
14444,5816,"Winkler, Johann Paul",24,0 days 04:12:54,men,GER,1996-2007,15174.0,4.22
9354,5817,"Kunze, Niklas",50,0 days 04:12:55,men,GER,1971-1975,15175.0,4.22
8807,5818,"Glashoff, Marc",30,0 days 04:12:56,men,GER,1991-1995,15176.0,4.22
13777,5819,"Senkel, Markus",50,0 days 04:12:57,men,GER,1971-1975,15177.0,4.22
8359,5820,"Tierney, Patrick",30,0 days 04:12:58,men,GER,1991-1995,15178.0,4.22
14039,5821,"Busch, Bennet",24,0 days 04:12:58,men,GER,1996-2007,15178.0,4.22
7209,5822,"Kaiser, Michael",60,0 days 04:12:58,men,GER,1961-1965,15178.0,4.22
