StartNumber,Rank,Name,AgeClass,Time,Gender,Country,AgeCategory,TimeTotalSeconds,TimeTotalHours
2,1,"Kipruto, Amos",30,0 days 02:03:46,men,KEN,1991-1995,7426.0,2.06
5,2,"Kiplimo, Philemon",24,0 days 02:04:01,men,KEN,1996-2007,7441.0,2.07
11,3,"Sang, Erick",24,0 days 02:04:30,men,KEN,1996-2007,7470.0,2.08
14,4,"Gelant, Elroy",35,0 days 02:05:36,men,RSA,1986-1990,7536.0,2.09
3,5,"Atanaw, Kinde",30,0 days 02:06:58,men,ETH,1991-1995,7618.0,2.12
15,6,"Diriba, Boki",24,0 days 02:07:13,men,ETH,1996-2007,7633.0,2.12
1,7,"Ringer, Richard",35,0 days 02:07:23,men,GER,1986-1990,7643.0,2.12
13,8,"Kigen, Alfonce",30,0 days 02:07:39,men,KEN,1991-1995,7659.0,2.13
7,9,"Kibitok, Felix",30,0 days 02:07:41,men,KEN,1991-1995,7661.0,2.13
6,10,"Kifle, Goitom",30,0 days 02:07:52,men,ERI,1991-1995,7672.0,2.13
12,11,"Kigen, Vincent",30,0 days 02:08:41,men,KEN,1991-1995,7721.0,2.14
10,12,"Tsegay, Samuel",35,0 days 02:09:29,men,SWE,1986-1990,7769.0,2.16
9,13,"Alemu, Abay",24,0 days 02:13:19,men,ETH,1996-2007,7999.0,2.22
1017,14,"Labali, Abdelhadi",30,0 days 02:16:14,men,MAR,1991-1995,8174.0,2.27
19,15,"Hassan, Omar",35,0 days 02:18:06,men,ART,1986-1990,8286.0,2.3
1011,16,"Hirczy, Dominik",24,0 days 02:18:31,men,AUT,1996-2007,8311.0,2.31
P10,17,"Cheptoch, B",–,0 days 02:19:43,men,nar,,8383.0,2.33
1010,18,"Nilsson, Jonas",30,0 days 02:20:29,men,SWE,1991-1995,8429.0,2.34
P12,19,Hoornweg,–,0 days 02:20:36,men, Ro,,8436.0,2.34
1008,20,"Lange, Jakob",30,0 days 02:21:10,men,GER,1991-1995,8470.0,2.35
29,21,"Franke, Benjamin",35,0 days 02:21:24,men,GER,1986-1990,8484.0,2.36
1012,22,"Dr. Arantes, Diego",24,0 days 02:23:21,men,BRA,1996-2007,8601.0,2.39
1001,23,"Turhan, Mestan",30,0 days 02:23:26,men,TUR,1991-1995,8606.0,2.39
1033,24,"Müller, Martin",30,0 days 02:23:31,men,GER,1991-1995,8611.0,2.39
P13,25,"Higgs, T",–,0 days 02:24:11,men,oma,,8651.0,2.4
1032,26,"Dr. Hooijschuur, Joffre",35,0 days 02:25:41,men,NED,1986-1990,8741.0,2.43
1018,27,"Arslan, Recep",24,0 days 02:25:58,men,TUR,1996-2007,8758.0,2.43
1002,28,"Holm, Henrik",30,0 days 02:26:00,men,DEN,1991-1995,8760.0,2.43
1261,29,"Mcintosh, Ben",24,0 days 02:27:09,men,GBR,1996-2007,8829.0,2.45
1073,30,"Gröschel, Tom",30,0 days 02:27:32,men,GER,1991-1995,8852.0,2.46
1014,31,"Boje Nielsen, Ricki",30,0 days 02:27:56,men,DEN,1991-1995,8876.0,2.47
1089,32,"Meinke, Joshua",30,0 days 02:28:03,men,GER,1991-1995,8883.0,2.47
28,33,"Flak, Mathias",24,0 days 02:28:19,men,NOR,1996-2007,8899.0,2.47
1024,34,"Schröder, Julius",30,0 days 02:28:30,men,GER,1991-1995,8910.0,2.48
1043,35,"Heleta, Ruslan",24,0 days 02:28:31,men,UKR,1996-2007,8911.0,2.48
1152,36,"Stifter, Simon",35,0 days 02:28:51,men,ITA,1986-1990,8931.0,2.48
1049,37,"Antonopoulos, Konstantinos",35,0 days 02:29:08,men,GRE,1986-1990,8948.0,2.49
1048,38,"Dieryck, Andreas",30,0 days 02:29:08,men,GER,1991-1995,8948.0,2.49
1104,39,"Klimaschewski, Bjarne",24,0 days 02:29:41,men,GER,1996-2007,8981.0,2.49
1055,40,"Sichert, Andreas",30,0 days 02:29:54,men,GER,1991-1995,8994.0,2.5
1025,41,"Srocke, Ole",35,0 days 02:29:56,men,GER,1986-1990,8996.0,2.5
1047,42,"Dr. Chimenz, Ferdinando",30,0 days 02:30:06,men,ITA,1991-1995,9006.0,2.5
1013,43,"Galanis, Antonis",24,0 days 02:30:17,men,GRE,1996-2007,9017.0,2.5
1067,44,"Rauter, Monier",35,0 days 02:30:28,men,GER,1986-1990,9028.0,2.51
1074,45,"O'Neill, Patrick",24,0 days 02:31:19,men,IRL,1996-2007,9079.0,2.52
1262,46,"Hannich, Steffen",30,0 days 02:31:43,men,GER,1991-1995,9103.0,2.53
1027,47,"Van Riesen, Thierry",35,0 days 02:31:53,men,GER,1986-1990,9113.0,2.53
1042,48,"Werner, Paul",35,0 days 02:31:57,men,GER,1986-1990,9117.0,2.53
1063,49,"Knudsen, Rune",40,0 days 02:32:39,men,DEN,1981-1985,9159.0,2.54
1046,50,"Kovermann, Michael",45,0 days 02:32:47,men,GER,1976-1980,9167.0,2.55
1086,51,"Silva, Ed Carlos",40,0 days 02:33:07,men,BRA,1981-1985,9187.0,2.55
1112,52,"Martinez Fuente, Ruben",45,0 days 02:33:12,men,ESP,1976-1980,9192.0,2.55
1056,53,"Wijnja, Hessel",35,0 days 02:33:14,men,NED,1986-1990,9194.0,2.55
1041,54,"Hiller, Christian",35,0 days 02:33:31,men,GER,1986-1990,9211.0,2.56
1037,55,"Dr. Hartnett, Barry",40,0 days 02:33:34,men,IRL,1981-1985,9214.0,2.56
1045,56,"Torosian, Ioannis",35,0 days 02:33:37,men,GRE,1986-1990,9217.0,2.56
1044,57,"Mc Swiney, Aidan",40,0 days 02:33:38,men,IRL,1981-1985,9218.0,2.56
1050,58,"Jordan, Lennart",30,0 days 02:33:48,men,GER,1991-1995,9228.0,2.56
1054,59,"Dr. Van Der Sanden, David",40,0 days 02:33:58,men,BEL,1981-1985,9238.0,2.57
1085,60,"Puzanov, Mykhaylo",35,0 days 02:34:15,men,UKR,1986-1990,9255.0,2.57
1068,61,"Dr. Ingvardsen, Jonas",45,0 days 02:34:21,men,DEN,1976-1980,9261.0,2.57
1040,62,"Holm, Anders",45,0 days 02:35:05,men,DEN,1976-1980,9305.0,2.58
1139,63,"Schmidt, Mike",40,0 days 02:35:34,men,GER,1981-1985,9334.0,2.59
1106,64,"Heczko, Robert",45,0 days 02:35:55,men,CZE,1976-1980,9355.0,2.6
1115,65,"Neumair, Christian",35,0 days 02:36:08,men,ITA,1986-1990,9368.0,2.6
1082,66,"Dr. Hyldgaard, Martin",40,0 days 02:36:25,men,DEN,1981-1985,9385.0,2.61
1077,67,"Dr. Chan, Kaho",40,0 days 02:36:32,men,HKG,1981-1985,9392.0,2.61
1209,68,"Bernard, Anatole",24,0 days 02:36:38,men,FRA,1996-2007,9398.0,2.61
1206,69,"Stauber, Daniel",40,0 days 02:36:42,men,GER,1981-1985,9402.0,2.61
1021,70,"Dr. Izquierdo Manzano, Cruz Angel",35,0 days 02:36:46,men,ESP,1986-1990,9406.0,2.61
1148,71,"Falkenhain, Alexander",30,0 days 02:36:48,men,GER,1991-1995,9408.0,2.61
1069,72,"Kirchberger, Michael",40,0 days 02:37:03,men,GER,1981-1985,9423.0,2.62
1039,73,"Lindgren, Rasmus",45,0 days 02:37:06,men,DEN,1976-1980,9426.0,2.62
1080,74,"Hasselbach, Alexander",30,0 days 02:37:06,men,GER,1991-1995,9426.0,2.62
1093,75,"Jensen, Johan Rafael",30,0 days 02:37:10,men,DEN,1991-1995,9430.0,2.62
1053,76,"Arnstad, Benjamin Absalon",30,0 days 02:37:37,men,DEN,1991-1995,9457.0,2.63
1083,77,"Herfkens, Mick",35,0 days 02:37:48,men,NED,1986-1990,9468.0,2.63
1353,78,"Reeves, Lewis",30,0 days 02:37:50,men,GBR,1991-1995,9470.0,2.63
1731,79,"Reckmann, Dennis",24,0 days 02:37:55,men,GER,1996-2007,9475.0,2.63
1159,80,"Van Der Weerdt, Benjamin",30,0 days 02:38:03,men,NED,1991-1995,9483.0,2.63
1162,81,"Jørgensen, Kristian Pape",45,0 days 02:38:12,men,DEN,1976-1980,9492.0,2.64
P17,82,"Soffientini, A",–,0 days 02:38:18,men,dre,,9498.0,2.64
1212,83,"Mahler, Paul",24,0 days 02:38:20,men,GER,1996-2007,9500.0,2.64
1380,84,"Eden, Markus",35,0 days 02:38:24,men,GER,1986-1990,9504.0,2.64
1435,85,"Semper, Nico",35,0 days 02:38:25,men,GER,1986-1990,9505.0,2.64
1207,86,"Polat, Cenk Daniel",45,0 days 02:38:26,men,DEN,1976-1980,9506.0,2.64
1070,87,"Fleming, Karl",30,0 days 02:38:28,men,IRL,1991-1995,9508.0,2.64
1176,88,"Dr. Håkansson, Lars",35,0 days 02:38:32,men,DEN,1986-1990,9512.0,2.64
1155,89,"Niemelä, Aleksi",30,0 days 02:38:36,men,FIN,1991-1995,9516.0,2.64
1357,90,"Sperling, Fridolin",24,0 days 02:38:46,men,GER,1996-2007,9526.0,2.65
1110,91,"Mair, Joachim",40,0 days 02:38:50,men,ITA,1981-1985,9530.0,2.65
1374,92,"Söderqvist, Ludwig",30,0 days 02:38:56,men,SWE,1991-1995,9536.0,2.65
1066,93,"Sørensen, Ole",45,0 days 02:39:05,men,DEN,1976-1980,9545.0,2.65
1138,94,"Palanque, Laurent",50,0 days 02:39:06,men,FRA,1971-1975,9546.0,2.65
1143,95,"Scharling, Henrik",45,0 days 02:39:06,men,DEN,1976-1980,9546.0,2.65
1127,96,"Jeßen, Sören",35,0 days 02:39:11,men,GER,1986-1990,9551.0,2.65
1196,97,"Kroll, Elias",24,0 days 02:39:13,men,GER,1996-2007,9553.0,2.65
2790,98,"Balshoj, Jacob",40,0 days 02:39:26,men,DEN,1981-1985,9566.0,2.66
1095,99,"Wenzel, Leo",24,0 days 02:39:30,men,GER,1996-2007,9570.0,2.66
1102,100,"Smolak, Dawid",35,0 days 02:39:37,men,POL,1986-1990,9577.0,2.66
1168,101,"De Vries, Casper",45,0 days 02:39:38,men,NED,1976-1980,9578.0,2.66
1228,102,"Schweiger, Matthias",30,0 days 02:39:41,men,GER,1991-1995,9581.0,2.66
1469,103,"Dufour, Sebastien",40,0 days 02:39:43,men,FRA,1981-1985,9583.0,2.66
1375,104,"Lütkeniehoff, Björn",35,0 days 02:39:43,men,GER,1986-1990,9583.0,2.66
1193,105,"Fink, Quirin",30,0 days 02:39:45,men,GER,1991-1995,9585.0,2.66
1141,106,"Pierman, Antoine",35,0 days 02:39:47,men,BEL,1986-1990,9587.0,2.66
1129,107,"Trige, Jesper",40,0 days 02:39:48,men,DEN,1981-1985,9588.0,2.66
1153,108,"Tomann-Eickhoff, Daniel",45,0 days 02:39:52,men,AUT,1976-1980,9592.0,2.66
11783,109,"Strutt, Dan",45,0 days 02:39:55,men,FRA,1976-1980,9595.0,2.67
1215,110,"Dr. Tillmanns, Philipp",40,0 days 02:39:58,men,GER,1981-1985,9598.0,2.67
1099,111,"Garcia Peña, Miguel",35,0 days 02:40:00,men,ESP,1986-1990,9600.0,2.67
1373,112,"Kaczynski, Patrick",35,0 days 02:40:07,men,GER,1986-1990,9607.0,2.67
1229,113,"Prof. Molloy, Ian",40,0 days 02:40:18,men,IRL,1981-1985,9618.0,2.67
1023,114,"Bloch, Jakob",24,0 days 02:40:19,men,DEN,1996-2007,9619.0,2.67
1113,115,"Potocar, Andreas",40,0 days 02:40:24,men,AUT,1981-1985,9624.0,2.67
1263,116,"Bahalul, Shalev",30,0 days 02:40:25,men,ISR,1991-1995,9625.0,2.67
1724,117,"Müller, Christoph",35,0 days 02:40:28,men,GER,1986-1990,9628.0,2.67
1084,118,"Prof. Dr. Manousakas, Minas",30,0 days 02:40:28,men,GRE,1991-1995,9628.0,2.67
1208,119,"Dr. Frahm, Michael",40,0 days 02:40:38,men,GER,1981-1985,9638.0,2.68
1341,120,"Dr. Kole, Maarten",50,0 days 02:40:40,men,NED,1971-1975,9640.0,2.68
1144,121,"Dr. Castro, Javier",50,0 days 02:40:50,men,ESP,1971-1975,9650.0,2.68
1200,122,"Häyhä, Joonas",35,0 days 02:40:53,men,FIN,1986-1990,9653.0,2.68
1264,123,"Nusser, Josia",30,0 days 02:40:56,men,GER,1991-1995,9656.0,2.68
1167,124,"Slawik, Florian",30,0 days 02:40:56,men,GER,1991-1995,9656.0,2.68
1389,125,"Kay, Hamish",24,0 days 02:40:59,men,GBR,1996-2007,9659.0,2.68
1371,126,"Brandherm, Julian",35,0 days 02:41:03,men,GER,1986-1990,9663.0,2.68
1058,127,"Sjut, Christopher",35,0 days 02:41:06,men,GER,1986-1990,9666.0,2.68
1470,128,"Lindén, Sebastian",30,0 days 02:41:10,men,SWE,1991-1995,9670.0,2.69
1142,129,"Lau, Kwan Long",40,0 days 02:41:17,men,HKG,1981-1985,9677.0,2.69
1440,130,"Groslambert, Pierre",24,0 days 02:41:23,men,FRA,1996-2007,9683.0,2.69
1216,131,"Dr. Stange, Martin",40,0 days 02:41:28,men,GER,1981-1985,9688.0,2.69
1705,132,"Dr. Elvetun, Ole",35,0 days 02:41:36,men,NOR,1986-1990,9696.0,2.69
1179,133,"Yap, Tien-Fung",35,0 days 02:41:46,men,GER,1986-1990,9706.0,2.7
1222,134,"Dr. Pedersen, Daniel Bilgrav",35,0 days 02:41:51,men,DEN,1986-1990,9711.0,2.7
1591,135,"Joselson, Guy",35,0 days 02:42:03,men,ISR,1986-1990,9723.0,2.7
1426,136,"Babusci, Luigi",45,0 days 02:42:04,men,ITA,1976-1980,9724.0,2.7
1173,137,"Schreiber, Max",24,0 days 02:42:07,men,GER,1996-2007,9727.0,2.7
1355,138,"Ubben, Leo",24,0 days 02:42:07,men,GER,1996-2007,9727.0,2.7
1592,139,"Huth, Vytas",40,0 days 02:42:11,men,GER,1981-1985,9731.0,2.7
1227,140,"Wall, Sven Ole",35,0 days 02:42:12,men,GER,1986-1990,9732.0,2.7
1348,141,"Maaser, Malte",35,0 days 02:42:18,men,GER,1986-1990,9738.0,2.7
1136,142,"Wärnelid, Daniel",40,0 days 02:42:40,men,SWE,1981-1985,9760.0,2.71
1701,143,"Kiener, Leonard",30,0 days 02:42:40,men,SUI,1991-1995,9760.0,2.71
1409,144,"Bennedsen, Andreas",30,0 days 02:42:45,men,DEN,1991-1995,9765.0,2.71
1146,145,"Hummel, Timo",40,0 days 02:42:47,men,GER,1981-1985,9767.0,2.71
1339,146,"Prof. Beaumont, Adam",24,0 days 02:42:50,men,GBR,1996-2007,9770.0,2.71
1096,147,"Heisel, Mads",24,0 days 02:42:52,men,DEN,1996-2007,9772.0,2.71
1234,148,"Brenner, Tobias",30,0 days 02:42:53,men,GER,1991-1995,9773.0,2.71
1783,149,"Cordes, Carsten",35,0 days 02:42:59,men,GER,1986-1990,9779.0,2.72
1191,150,"Oag, Darren",35,0 days 02:43:07,men,GBR,1986-1990,9787.0,2.72
1135,151,"Dr. Samuel, Edward",45,0 days 02:43:11,men,GBR,1976-1980,9791.0,2.72
1035,152,"Thelin, Joakim",35,0 days 02:43:12,men,SWE,1986-1990,9792.0,2.72
1491,153,"Teichert, Max",35,0 days 02:43:19,men,GER,1986-1990,9799.0,2.72
1140,154,"Jakobsen, Peter",45,0 days 02:43:20,men,DEN,1976-1980,9800.0,2.72
1178,155,"Talgar, Takejan",35,0 days 02:43:22,men,KAZ,1986-1990,9802.0,2.72
31,156,"Brizi, Marc",35,0 days 02:43:25,men,FRA,1986-1990,9805.0,2.72
1863,157,"Bartelmus, Raphael",24,0 days 02:43:27,men,GER,1996-2007,9807.0,2.72
1408,158,"Jørgensen, Klaus",35,0 days 02:43:36,men,DEN,1986-1990,9816.0,2.73
1717,159,"Egner, Sébastien",24,0 days 02:43:44,men,FRA,1996-2007,9824.0,2.73
1418,160,"Stegen, Gregor",40,0 days 02:43:52,men,GER,1981-1985,9832.0,2.73
1186,161,"Nibbenhagen, Linus",24,0 days 02:43:54,men,GER,1996-2007,9834.0,2.73
1189,162,"Dr. Buchleitner, Peter",35,0 days 02:43:56,men,AUT,1986-1990,9836.0,2.73
1117,163,"Stück, Lukas",30,0 days 02:44:00,men,GER,1991-1995,9840.0,2.73
1154,164,"Becker, Jonas",24,0 days 02:44:00,men,GER,1996-2007,9840.0,2.73
1696,165,"Herb, Lars",24,0 days 02:44:01,men,GER,1996-2007,9841.0,2.73
1240,166,"Prof. Nonbo, Martin",24,0 days 02:44:04,men,DEN,1996-2007,9844.0,2.73
1464,167,"Häffner, Nico",30,0 days 02:44:15,men,GER,1991-1995,9855.0,2.74
1840,168,"Plugge, Tobias",24,0 days 02:44:27,men,GER,1996-2007,9867.0,2.74
1266,169,"Beilner, Severin",35,0 days 02:44:29,men,GER,1986-1990,9869.0,2.74
3205,170,"Lapp, Johannes",35,0 days 02:44:32,men,GER,1986-1990,9872.0,2.74
1213,171,"Winther, Lars",35,0 days 02:44:34,men,NZL,1986-1990,9874.0,2.74
2022,172,"Grothaus, Lucas",30,0 days 02:44:40,men,GER,1991-1995,9880.0,2.74
1335,173,"Collet, Thierry",55,0 days 02:44:58,men,FRA,1966-1970,9898.0,2.75
1443,174,"Licht, Johannes",30,0 days 02:45:01,men,GER,1991-1995,9901.0,2.75
1362,175,"Collin, Fredrik Tjensvoll",24,0 days 02:45:07,men,NOR,1996-2007,9907.0,2.75
1824,176,"Sperling, Fabian",24,0 days 02:45:08,men,GER,1996-2007,9908.0,2.75
1434,177,"Batista Ferreira, Fabio",40,0 days 02:45:15,men,BRA,1981-1985,9915.0,2.75
1187,178,"Dieckmann, Lukas",40,0 days 02:45:16,men,GER,1981-1985,9916.0,2.75
1175,179,"Løvberg, Fredrik Hallvard",24,0 days 02:45:17,men,NOR,1996-2007,9917.0,2.75
1182,180,"Fripont, Jimmy",45,0 days 02:45:19,men,BEL,1976-1980,9919.0,2.76
1160,181,"Gustafsson, Oscar",30,0 days 02:45:21,men,SWE,1991-1995,9921.0,2.76
1028,182,"Dr. Feder Schwaner, Mathieu",40,0 days 02:45:23,men,FRA,1981-1985,9923.0,2.76
1405,183,"Martens, Hendrik",24,0 days 02:45:28,men,GER,1996-2007,9928.0,2.76
1197,184,"O Brien, Wesley",45,0 days 02:45:30,men,IRL,1976-1980,9930.0,2.76
1351,185,"Ewald, Johan",55,0 days 02:45:34,men,SWE,1966-1970,9934.0,2.76
1038,186,"Sauthoff, Dean",30,0 days 02:45:39,men,GER,1991-1995,9939.0,2.76
1404,187,"Knol, Herman",35,0 days 02:45:42,men,NED,1986-1990,9942.0,2.76
1869,188,"Landmann, Timo",24,0 days 02:45:43,men,GER,1996-2007,9943.0,2.76
1202,189,"Özege, Güngör",35,0 days 02:45:44,men,TUR,1986-1990,9944.0,2.76
1808,190,"Cochet, Jean-Francois",30,0 days 02:45:46,men,FRA,1991-1995,9946.0,2.76
1695,191,"Eriksen, Bjarke",45,0 days 02:45:46,men,DEN,1976-1980,9946.0,2.76
1242,192,"Czoschke, René",35,0 days 02:45:49,men,GER,1986-1990,9949.0,2.76
2055,193,"Büchner, Dennis",40,0 days 02:46:02,men,GER,1981-1985,9962.0,2.77
1134,194,"Voss, Florian",30,0 days 02:46:03,men,GER,1991-1995,9963.0,2.77
1901,195,"Schneider, Julius",30,0 days 02:46:07,men,GER,1991-1995,9967.0,2.77
1571,196,"Kraft, Immanuel",30,0 days 02:46:07,men,GER,1991-1995,9967.0,2.77
1233,197,"Barisch, Johannes",24,0 days 02:46:12,men,GER,1996-2007,9972.0,2.77
2026,198,"Dr. Lismann, Rasmus",24,0 days 02:46:17,men,DEN,1996-2007,9977.0,2.77
1226,199,"Bohrisch, Jakob",35,0 days 02:46:17,men,GER,1986-1990,9977.0,2.77
1452,200,"Jacquelin, Adrien",35,0 days 02:46:17,men,FRA,1986-1990,9977.0,2.77
1342,201,"Hiley, Alexander",40,0 days 02:46:25,men,FRA,1981-1985,9985.0,2.77
1097,202,"Laz, Kamil",40,0 days 02:46:25,men,POL,1981-1985,9985.0,2.77
2531,203,"Koschmin, Patrick",35,0 days 02:46:27,men,GER,1986-1990,9987.0,2.77
2037,204,"Wilbrenninck, Diewer",24,0 days 02:46:36,men,NED,1996-2007,9996.0,2.78
1161,205,"Dr. Lacroix, Jérôme",45,0 days 02:46:37,men,FRA,1976-1980,9997.0,2.78
1459,206,"Bartoszewicz, Piotr",40,0 days 02:46:38,men,POL,1981-1985,9998.0,2.78
1214,207,"Dr. Vugts, Dennis",30,0 days 02:46:39,men,NED,1991-1995,9999.0,2.78
2743,208,"Becker, Daniel",24,0 days 02:46:41,men,GER,1996-2007,10001.0,2.78
1403,209,"Deane, Luke",30,0 days 02:46:44,men,IRL,1991-1995,10004.0,2.78
1685,210,"Prof. Voxek, Jimmy",45,0 days 02:46:47,men,SWE,1976-1980,10007.0,2.78
1429,211,"Lendner, Simon",35,0 days 02:46:50,men,GER,1986-1990,10010.0,2.78
1753,212,"Albers, Christoph",30,0 days 02:46:55,men,GER,1991-1995,10015.0,2.78
2422,213,"Schmidt, Jakob",24,0 days 02:46:58,men,GER,1996-2007,10018.0,2.78
1681,214,"Massé, Quentin",30,0 days 02:47:04,men,FRA,1991-1995,10024.0,2.78
1132,215,"Rutana, Mateusz",35,0 days 02:47:05,men,POL,1986-1990,10025.0,2.78
1420,216,"Groven, Brage Reier",24,0 days 02:47:06,men,NOR,1996-2007,10026.0,2.78
1177,217,"Weckwerth, Stefan",45,0 days 02:47:13,men,GER,1976-1980,10033.0,2.79
1904,218,"Squires, Henry",30,0 days 02:47:15,men,GBR,1991-1995,10035.0,2.79
1575,219,"Busch, Arne",45,0 days 02:47:16,men,GER,1976-1980,10036.0,2.79
1438,220,"Ohlmann, Grégoire",24,0 days 02:47:23,men,FRA,1996-2007,10043.0,2.79
1217,221,"Laursen, Tim",35,0 days 02:47:30,men,DEN,1986-1990,10050.0,2.79
1406,222,"Campbell, Philip",30,0 days 02:47:36,men,GER,1991-1995,10056.0,2.79
1699,223,"Jones, Dale",35,0 days 02:47:38,men,GER,1986-1990,10058.0,2.79
1880,224,"Loord, Tony",24,0 days 02:47:38,men,SWE,1996-2007,10058.0,2.79
1676,225,"Mc Conkey, Ian",45,0 days 02:47:40,men,IRL,1976-1980,10060.0,2.79
2374,226,"Anke- Schmidt, Hannes",40,0 days 02:47:44,men,GER,1981-1985,10064.0,2.8
1566,227,"Moss, Freddie",24,0 days 02:47:45,men,GBR,1996-2007,10065.0,2.8
1029,228,"Kreitner, Max",30,0 days 02:47:45,men,GER,1991-1995,10065.0,2.8
1359,229,"Kucher, René",45,0 days 02:47:47,men,GER,1976-1980,10067.0,2.8
1379,230,"Dr. Schoon, Dennis",30,0 days 02:47:50,men,GER,1991-1995,10070.0,2.8
1493,231,"Krieger, Jan",45,0 days 02:47:50,men,GER,1976-1980,10070.0,2.8
2754,232,"Ortmann, Florian",35,0 days 02:47:57,men,GER,1986-1990,10077.0,2.8
1765,233,"Maier, Jan",30,0 days 02:47:59,men,GER,1991-1995,10079.0,2.8
2525,234,"Hilbing, Malte",30,0 days 02:48:01,men,GER,1991-1995,10081.0,2.8
1568,235,"Garforth, Sam",30,0 days 02:48:02,men,GBR,1991-1995,10082.0,2.8
1383,236,"Laursen, Pau",35,0 days 02:48:03,men,DEN,1986-1990,10083.0,2.8
1483,237,"Aagaard, Mads",45,0 days 02:48:04,men,DEN,1976-1980,10084.0,2.8
1432,238,"Perez Garcia, Ruben",40,0 days 02:48:19,men,ESP,1981-1985,10099.0,2.81
1377,239,"Schönfeldt, Felix",30,0 days 02:48:20,men,GER,1991-1995,10100.0,2.81
1424,240,"Rudnik, Stefan",40,0 days 02:48:25,men,GER,1981-1985,10105.0,2.81
1101,241,"Axman Zettergren, Sebastian",30,0 days 02:48:33,men,SWE,1991-1995,10113.0,2.81
1122,242,"Dr. Galanis, Vasileios",24,0 days 02:48:34,men,GRE,1996-2007,10114.0,2.81
1749,243,"Rudi, Christoffer",30,0 days 02:48:41,men,NOR,1991-1995,10121.0,2.81
1428,244,"Hermsen, Sjoerd",45,0 days 02:48:42,men,NED,1976-1980,10122.0,2.81
1198,245,"Duesten, Ola",24,0 days 02:48:45,men,NOR,1996-2007,10125.0,2.81
1220,246,"Röpke, Lars Roger",50,0 days 02:48:49,men,GER,1971-1975,10129.0,2.81
1671,247,"Gonçalves, Cristian",35,0 days 02:48:50,men,POR,1986-1990,10130.0,2.81
1205,248,"Macdougall, John",50,0 days 02:48:51,men,GBR,1971-1975,10131.0,2.81
2781,249,"Sommer, Kenneth",40,0 days 02:48:52,men,DEN,1981-1985,10132.0,2.81
1849,250,"Steinbach, Johannes Maria",24,0 days 02:48:54,men,GER,1996-2007,10134.0,2.82
1368,251,"Dr. Sola Cruz, Imanol",35,0 days 02:48:58,men,ESP,1986-1990,10138.0,2.82
1372,252,"Krombach, Achim",45,0 days 02:48:59,men,GER,1976-1980,10139.0,2.82
1686,253,"Lafrenz, Jan-Hendrik",35,0 days 02:48:59,men,GER,1986-1990,10139.0,2.82
1151,254,"Zill, Julius",24,0 days 02:49:03,men,GER,1996-2007,10143.0,2.82
1204,255,"Dr. Fitzpatrick, Robyn",24,0 days 02:49:06,men,IRL,1996-2007,10146.0,2.82
1367,256,"Knauber, Luca",24,0 days 02:49:11,men,GER,1996-2007,10151.0,2.82
1768,257,"von Escher, Markus",40,0 days 02:49:16,men,SUI,1981-1985,10156.0,2.82
1811,258,"Cousins, Rory",24,0 days 02:49:17,men,IRL,1996-2007,10157.0,2.82
1468,259,"Strøm Nielsen, Nikolai",30,0 days 02:49:20,men,NOR,1991-1995,10160.0,2.82
1886,260,"Iversen, Frederik",24,0 days 02:49:22,men,DEN,1996-2007,10162.0,2.82
1111,261,"Waanders, Thijs",35,0 days 02:49:24,men,NED,1986-1990,10164.0,2.82
2224,262,"Spielhagen, Friedrich",35,0 days 02:49:26,men,GER,1986-1990,10166.0,2.82
2739,263,"Große-Heilmann, Tom",35,0 days 02:49:29,men,GER,1986-1990,10169.0,2.82
1384,264,"Gamsjäger, Manuel",35,0 days 02:49:37,men,AUT,1986-1990,10177.0,2.83
2052,265,"Johnson, Dave",50,0 days 02:49:39,men,GBR,1971-1975,10179.0,2.83
1786,266,"Jensen, Malthe Elholm",24,0 days 02:49:39,men,DEN,1996-2007,10179.0,2.83
1247,267,"Morris, Nathan",35,0 days 02:49:39,men,GBR,1986-1990,10179.0,2.83
1481,268,"Tattje, Sven",30,0 days 02:49:43,men,GER,1991-1995,10183.0,2.83
1802,269,"Dr. Kuchárek, Marcel",40,0 days 02:49:52,men,SVK,1981-1985,10192.0,2.83
1914,270,"Gruss, Christoph",24,0 days 02:49:53,men,GER,1996-2007,10193.0,2.83
1594,271,"Abraham, Jonas",24,0 days 02:49:54,men,GER,1996-2007,10194.0,2.83
1211,272,"Larsen, Hans-Kristian",40,0 days 02:49:54,men,NOR,1981-1985,10194.0,2.83
1232,273,"Zellinger, Matthias",30,0 days 02:49:57,men,GER,1991-1995,10197.0,2.83
1249,274,"Grove, Michael",35,0 days 02:49:58,men,DEN,1986-1990,10198.0,2.83
1477,275,"Fröberg, Henric",35,0 days 02:50:05,men,SWE,1986-1990,10205.0,2.83
1702,276,"Moreau, Gaël",30,0 days 02:50:09,men,FRA,1991-1995,10209.0,2.84
2038,277,"Huber, Max",30,0 days 02:50:11,men,GER,1991-1995,10211.0,2.84
3170,278,"Robbe, Leonard",24,0 days 02:50:12,men,GER,1996-2007,10212.0,2.84
2490,279,"Wulf, Yannick",24,0 days 02:50:14,men,GER,1996-2007,10214.0,2.84
2516,280,"Bühlmann, Andreas",35,0 days 02:50:17,men,SUI,1986-1990,10217.0,2.84
1238,281,"Scharnewski, Sascha Michel",50,0 days 02:50:19,men,GER,1971-1975,10219.0,2.84
1919,282,"Holtkamp, Jonas",30,0 days 02:50:21,men,GER,1991-1995,10221.0,2.84
